id,date,blood_service,text_char,retweet,followers,friends,tweet
2608,28/10/19,GiveBloodNHS,140,2,169,239,"collecting units for patients @kettgeneral during my job, makes me appreciate how much needed blood is. 3rd pint today 💪💖@givebloodnhs "
2609,29/10/19,GiveBloodNHS,140,0,499,546,"so today i took benji to my blood donation session at his request to show him the donation process, he had so many questions and now he can’t wait to #giveblood when he’s older. makes me so proud, refreshed my a&amp;p also 😂 #futurenhs #blood #thirstymind @givebloodnhs 🩸 "
2610,29/10/19,GiveBloodNHS,140,2,163,257,this evening i gave blood @nhsbt @givebloodnhs it took 1hr after my day at work and i’ve saved a life! having worked in critical care i know just how life saving blood can be! check if your eligible and get the app which is super easy to use for booking appointments #giveblood 
2611,29/10/19,GiveBloodNHS,140,5,4500,3582,yesterday i #gaveblood for @givebloodnhs and this is why! #giveblood  and you can #savealife too! #orhesusnegative 
2612,29/10/19,GiveBloodNHS,140,2,50,374,apparently my blood is going to be used to make eye drop serum.  the wonders of modern science #giveblood #no26 #donate @givebloodnhs 
2613,29/10/19,GiveBloodNHS,90,1,241,229,it feels good to do good. first of many donations complete 💉😊 #giveblood
2614,29/10/19,GiveBloodNHS,140,0,406,1932,feeling super proud of my quickest ever blood donation! 6 mins 33 seconds is a record for me! @givebloodnhs @nhsbt ❣️#universaldonor #onegative #giveblood 
2615,29/10/19,GiveBloodNHS,91,0,59,191,@givebloodnhs another hospital added to the map😃 
2616,29/10/19,GiveBloodNHS,140,0,130,210,these are the best texts! especially when your daughter has to have annual check up's at @bham_childrens. love it! @givebloodnhs 
2617,29/10/19,GiveBloodNHS,140,5,500,702,"another quick,pain free donation @givebloodnhs in plymouth this morning and all@done in time to get to work #itv2bloodsquad #savealife #notallheroswearcapes "
2618,29/10/19,WelshBlood,140,2,1513,3214,did my good deed for the day and got a surprise - a swanky new lapel pin! diolch @welshblood! ❤️ 
2619,30/10/19,GiveBloodNHS,91,0,50,95,donation number 25 done. #giveblood #itv2bloodsquad 
2620,30/10/19,GiveBloodNHS,140,0,532,878,i gave my second blood donation today. looking forward to finding out where it ends up!  #giveblood @givebloodnhs #savealife #blooddonor 
2621,30/10/19,GiveBloodNHS,140,1,114,171,"@givebloodnhs tooting donor centre. just been brought the food of the gods... @mcvities orange club and @seabrookcrisps salt and vinegar. 69min platelet donation to catch up with the days events.
#ditchbrexit "
2622,30/10/19,GiveBloodNHS,71,1,3119,2359,@givebloodnhs that time again... 
2623,30/10/19,GiveBloodNHS,89,0,175,544,37th donation done @givebloodnhs #doyougiveblood 
2624,30/10/19,GiveBloodNHS,107,0,48,268,today i gave my fourth donation #giveblood #onegative @givebloodnhs 
2625,31/10/19,GiveBloodNHS,140,6,65,62,"what could be more #halloween than  giving a pint of fresh human blood, looked after by the wonderful staff @givebloodnhs at the west end blood donor centre! #giveblood "
2626,31/10/19,GiveBloodNHS,98,2,81,165,giving blood on halloween @givebloodnhs #itv2bloodsquad 
2627,31/10/19,GiveBloodNHS,111,0,840,687,staff getting into halloween at the bristol blood centre @givebloodnhs 
2628,31/10/19,GiveBloodNHS,86,0,433,1228,"@givebloodnhs just received today, thank you "
2629,31/10/19,GiveBloodNHS,140,1,785,476,"45th blood donation done! please #giveblood if you can. new donors are always needed no matter what your blood type. 

if you would take it if you needed it, then you should give it if you can. 

"
2630,31/10/19,GiveBloodNHS,140,3,607,1269,costa coffee give out a free coffee once in a while but @givebloodnhs gives one out after every dontation. you even get a biscuit or sweet treat for your commitment! #giveblood 
2631,31/10/19,GiveBloodNHS,123,0,544,481,"people of hull, you are very welcome! 
💪
@givebloodnhs #giveblood  
❤️🩸❤️🩸❤️🩸❤️🩸 "
2632,31/10/19,GiveBloodNHS,115,0,127,86,happy halloween 🎃 🧙‍♀️👻 from plymouth grove donor centre #itv2bloodsquad 
2633,31/10/19,GiveBloodNHS,140,2,6625,642,"the itv2 blood squad is back, and it's bigger than ever! blood donation doesn’t have to be scary. giving blood is quick, easy and saves lives nhs blood donation 
#getinvolved #itv2bloodsquad #nhs #giveblood #halloween19
"
2634,31/10/19,GiveBloodNHS,140,0,213,320,"it's #blooddonation time again and this one is my 25th! so i get a thank you card! everyone is in their halloween outfits too, for the 'giving blood isn't scary' promotion #blooddonor #givebloodnhs #giveblood @givebloodnhs "
2635,31/10/19,GiveBloodNHS,140,0,793,559,"@givebloodnhs  getting a message to say that my blood donation has been issued was exciting...

but then i got an envelope through the post with a badge and a certificate too. 

so glad i made the time to go, a little thing for me could be a big difference for someone else. "
2636,31/10/19,GiveBloodNHS,140,1,163,216,love getting these texts and knowing that my recent blood donation has been used. one of the most worthwhile things i do. #giveblood @givebloodnhs 
2637,1/11/19,GiveBloodNHS,87,3,1315,1354,really nice to be useful! #giveblood @givebloodnhs 
2638,1/11/19,GiveBloodNHS,140,1,2255,977,"so proud of the work ogilvy roots did over #blackhistorymonth! 

especially happy about our partnerships with @dkms_uk and @givebloodnhs for stem cell and blood donations. the livelihoods of black people go way beyond  representation in advertising. 

#ogilvyroots "
2639,1/11/19,GiveBloodNHS,140,1,9386,81,"don’t know about you but i’ve decided to start the glorious month of #november by becoming exactly one pint of #blood lighter😅  

p.s. with my 24th #blooddonation today, i cannot help but wonder how many blood brothers &amp; sisters i now have? | @givebloodnhs 
#givebloodsavealife "
2640,1/11/19,GiveBloodNHS,144,0,963,1745,@givebloodnhs #blooddonation 89th armful given &amp; probably at least 200 mint clubs consumed 💉💉💉💉💉😂👍🏻 
2641,1/11/19,GiveBloodNHS,140,4,46,106,my 10th donation today......hopefully i've helped someone on this giving blood journey #lifesaver @givebloodnhs 
2642,1/11/19,GiveBloodNHS,128,3,1581,900,"love these messages from @givebloodnhs. if you can, please please #giveblood 💉💉 @nhsbt "
2643,1/11/19,givebloodscot,140,2,745,778,"nipped into @givebloodscot to give blood at lunchtime. quick, easy and you get a caramel wafer, what’s not to love?! "
2644,1/11/19,GiveBloodNHS,140,4,822,411,"for the first time in my life i gave blood last week.
today i got a text to tell me it’s gone to @rdehospitals.
i couldn’t be happier! what a lovely feeling!
my blood has gone on holiday to devon.
i hope whoever receives it takes it out for a cream tea..!
@givebloodnhs"
2645,2/11/19,GiveBloodNHS,139,1,189,41,"thrilled to get this in the post... thank you @givebloodnhs, its such a simple thing to do that will change someone's life "
2646,2/11/19,GiveBloodNHS,140,1,2792,111,✨feeling good after giving blood on #halloween 👻👻👻💕💕💕💉💉💉 (((((((#giveblood)))))) 🔮🔮🔮 ✨((((((@givebloodnhs )))))))✨✨ 
2647,2/11/19,GiveBloodNHS,125,1,325,754,faster donation yet - 7.2 minutes i am a speedy bleeder 😀 #giftblood @givebloodnhs 
2648,2/11/19,GiveBloodNHS,85,1,137,354,@givebloodnhs multitasking donation number 59 
2649,2/11/19,GiveBloodNHS,140,5,191,305,always love finding out where my donated blood has travelled to! this time it's stayed locally and gone to birmingham 😊 @givebloodnhs 
2650,3/11/19,GiveBloodNHS,101,3,2792,111,✨always happy to #giveblood ♥️💕💉✨✨✨ ✨(((((@givebloodnhs )))))🌹🌹🌹 
2651,3/11/19,GiveBloodNHS,140,6,60,116,less than 5 mins to fill my 1 pint donation bag - 20 mins in total out of my day to help save a life.   an amazing feeling - please donate if you can ⁦@givebloodnhs⁩   ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ amazing staff - well done everybody xxx 
2652,3/11/19,GiveBloodNHS,97,0,135,273,2nd best part after the biscuits of course! @givebloodnhs 
2653,3/11/19,GiveBloodNHS,90,1,537,537,always the best texts to receive! @givebloodnhs 
2654,4/11/19,GiveBloodNHS,140,2,289,691,"@givebloodnhs 54th donation done. now enjoying a drink and my traditional biscuit. #giveblood 
#givebloodgivelife "
2655,4/11/19,GiveBloodNHS,114,1,5,54,just like this!!! only a+ i've ever gotten! :) 
2656,4/11/19,GiveBloodNHS,140,6,120,188,nice touch by @givebloodnhs to show where your blood donation ends up 👍🏻👏🏻 🅾️⛔️ mine went to the seaside! 😁#giveblood 
2657,4/11/19,GiveBloodNHS,139,1,293,707,"the phrase super ninja jedi legend hero black belt epic uber megastar is often overused, but...

#46. @givebloodnhs give blood. the easiest way to be a hero aside from wearing undies outside of your trousers. "
2658,4/11/19,GiveBloodNHS,120,2,248,529,"11th donation in and this time going to my local hospital, @cuh_nhs ❤️

#giveblood "
2659,4/11/19,GiveBloodNHS,131,0,524,989,so today i racked up my 67th visit to a donor centre @givebloodnhs #giftblood #67andcounting 
2660,4/11/19,GiveBloodNHS,138,0,4329,901,"life’s busy, but still managed to squeeze in my 3-monthly blood/cheddars exchange. @givebloodnhs "
2661,5/11/19,GiveBloodNHS,140,0,499,546,thank you to the team @givebloodnhs for showing me the journey my blood 🩸 has made since my donation last week. 
2662,5/11/19,GiveBloodNHS,140,6,1971,3012,"i gave my tenth blood donation tonight! 🔟

big thanks to all the @givebloodnhs team at the dale street centre as always.

it’s the cheapest christmas present you’ll ever give, so please sign up and donate if you are able to. ❤️ "
2663,5/11/19,GiveBloodNHS,139,5,68,124,"today i donated my blood for the third time @givebloodnhs 😊 thanks to my donor carer faye and the lovely team at gravesend, church of christ 🥰 it took just six minutes to give a pint of blood, and the thought of being able to help someone in need is wonderful 💉🅾️ #giveblood "
2664,5/11/19,GiveBloodNHS,117,0,674,1648,love finding out where my blood has ended up 😊🏩 @givebloodnhs #giveblood 
2665,5/11/19,GiveBloodNHS,140,13,44438,4918,morning everyone- now this is a cool thing - you can track where your blood goes on google maps  once you’ve donated. #savealife #giveblood 
2666,5/11/19,GiveBloodNHS,103,0,300,322,"blood donation number 50! only took 20 years... 😄
@givebloodnhs "
2667,5/11/19,GiveBloodNHS,139,20,1361,855,"you thought the text message was amazing?! 

donors @givebloodnhs to be sent maps of where their blood has travelled! 🗺 🩸  "
2668,6/11/19,GiveBloodNHS,84,2,329,460,giving some of the red stuff @givebloodnhs 
2669,6/11/19,GiveBloodNHS,140,3,12,68,#giveblood @givebloodnhs donating blood in memory of my dad who was lucky enough to receive lots of blood during his fight against leukaemia ❤️ 
2670,6/11/19,GiveBloodNHS,107,2,100,183,"@givebloodnhs 
no 92 ....but more importantly.......a club orange!!!😂😂 "
2671,6/11/19,GiveBloodNHS,125,2,249,305,my 🩸 donation for @givebloodnhs took the scenic route for its half-mile trip to @nhsuhcw. 
2672,6/11/19,GiveBloodNHS,144,2,700,714,"got this text &amp; i feel so pleased to be able to help someone. if you can donate, do. #giveblood  💪❤️@givebloodnhs "
2673,6/11/19,GiveBloodNHS,139,0,451,435,"@givebloodnhs i wasn't born in england, but recent donations have gone to 2 different hospitals i've worked in previously 🏥 (#nhsstaff) , and one randomly went 100 miles away to the city where my sister lives 💉"
2674,6/11/19,GiveBloodNHS,140,4,1004,411,"that’s my 46th donation of o neg... please give #blood if you can. it doesn’t hurt, it takes less than an hour out of your day, the staff are lovely and you get to save lives. free tea and biscuits, too. @givebloodnhs "
2675,6/11/19,GiveBloodNHS,140,0,217,817,"@givebloodnhs 
popped out for a quick pint pre fireworks!! donation 46 in the bag. #ifyoucan-you should "
2676,6/11/19,GiveBloodNHS,140,0,1584,481,"my blood didn’t have to travel far. ⁦@givebloodnhs⁩ thank you for the updates, great touch. #giveblood #savealife #gooddeed "
2677,6/11/19,GiveBloodNHS,140,131,2235197,5645,"huge congratulations to dame elizabeth anionwu, this year's life time achievement winner, for her work on sickle cell  disease 👏 presented by @janetjackson #prideofbritain @prideofbritain "
2678,6/11/19,WelshBlood,140,5,1657,2952,"as always, quick and easy process to book in and then donate blood with @welshblood. even got a 🍫 and cup of ☕️ at the end.

do something amazing this month and give blood💉. each time you donate you can save 3️⃣ lives ❤️❤️❤️.

📞 0800 252 266
"
2679,7/11/19,GiveBloodNHS,59,1,672,605,"back again 
#giveblood "
2680,7/11/19,GiveBloodNHS,87,2,575,292,just gave my 92nd pint #simples @givebloodnhs 
2681,7/11/19,GiveBloodNHS,140,0,28,39,less than 10 miles on the map as the drone flies 😉 #giveblood #nhs #firstresponders @thechristienhs @givebloodnhs 
2682,7/11/19,GiveBloodNHS,140,10,51,106,so i know where my blood went @givebloodnhs thank you so much for donating on 23-oct. your donation has now been issued to great western hospital. every donation counts.@sicklecelluk @sicklekan_ @acltcharity 
2683,7/11/19,GiveBloodNHS,140,1,785,476,my halloween donation somewhat fittingly ended up in (blood)bath mwahahahahahaaa. thanks @givebloodnhs for the update - it's always great to know where my blood ends up. #giveblood 
2684,7/11/19,GiveBloodNHS,111,1,55,198,number 9 done...quickest donation yet @givebloodnhs 💪🏼💉  #giveblood 
2685,7/11/19,GiveBloodNHS,76,6,288,315,1st donation done! @givebloodnhs 
2686,7/11/19,GiveBloodNHS,140,3,947,791,oh wow! i love the new updates from @givebloodnhs. how amazing that we can now see exactly where it goes on it’s journey! so incredible💗 #giveblood 
2687,8/11/19,GiveBloodNHS,103,2,308,633,love this from @givebloodnhs. the journey your blood goes on ❤️ 
2688,8/11/19,GiveBloodNHS,140,1,162,285,"number 3️⃣ donation complete! 
a pint of 🅱️ neg on its way ready for someone somewhere ❤ @givebloodnhs
#giveblood 
#savealife "
2689,8/11/19,GiveBloodNHS,110,0,476,1398,"easy and free way to feel amazing about yourself, folks! @givebloodnhs "
2690,8/11/19,GiveBloodNHS,131,1,1524,1560,"18th donation of blood given today
💉🅰️🅱️🅾️🆎️💉
@givebloodnhs always a pleasure to donate ❤ "
2691,8/11/19,GiveBloodNHS,140,1,334,252,"good deed of the day done 💉❤️

1 pint of o+ heading to the blood bank! 👍🏻 #giveblood #blooddonor #savealife 

@givebloodnhs @nhsbt "
2692,8/11/19,GiveBloodNHS,124,2,2359,1989,back from @givebloodnhs coffee &amp; mint club #biscuitofchoice #donation69 😀☕️ 
2693,8/11/19,GiveBloodNHS,126,0,235,1072,the best kind of text message to receive 🙏🏼❤️ @givebloodnhs #giveblood #savelives 
2694,8/11/19,GiveBloodNHS,136,0,101,193,"its only a little prick... 😆 #38thdonation... come and join me??
@givebloodnhs #justanarmfull "
2695,8/11/19,GiveBloodNHS,118,0,630,1433,giving blood is a family affair! @bevmarc and @marcthehammer 💉@givebloodnhs 
2696,8/11/19,GiveBloodNHS,140,3,394,205,"just clocked up 30 years of giving blood - and still enjoy collecting my certificates in my folder, a visible reminder of my 82 donations to date #giveblood @givebloodnhs "
2697,8/11/19,GiveBloodNHS,102,0,461,735,"to go with the texts, loving the new journey emails 😍 #giveblood "
2698,8/11/19,GiveBloodNHS,139,1,205,423,"i love the new @nhsbt @givebloodnhs emails about where your blood donation has been. quite a way for mine, ending at the royal berkshire hospital 😀 "
2699,8/11/19,GiveBloodNHS,140,0,124,151,today i even managed to give my 6th donation of blood @givebloodnhs after a 14 year gap! donation took just 6 minutes 57 seconds! i'll do anything for a biscuit and a brew! 😋 
2700,9/11/19,GiveBloodNHS,140,5,60,89,"i was on a course with @stjohnsambulanc on the headrow in #leeds and booked myself in to give blood at the same time.
in and out in just over half an hour thanks to the wonderful @givebloodnhs staff.
why not have a go?
you get to save a life and free tea and biscuits too.
❤🩸 "
2701,9/11/19,GiveBloodNHS,140,6,567,610,donated another pint of the good stuff 💉 that's 10 pints so far! please consider donating over the winter season and save someone's life ♥️ #giveblood @givebloodnhs #blooddonor 
2702,9/11/19,GiveBloodNHS,110,1,18,117,gave my donation tonight ☺️❤️ @givebloodnhs #giveblood #savealife 
2703,10/11/19,GiveBloodNHS,116,1,245,825,finally made my 10th donation and @givebloodnhs gave me a card 😭 so cute 
2704,10/11/19,GiveBloodNHS,135,0,65,131,@givebloodnhs one of the best emails i’ve ever received the journey and the destination 💉🔬💉🔬👍 
2705,10/11/19,GiveBloodNHS,105,1,874,1196,@givebloodnhs my 50th donation. please give blood and save a life. 
2706,10/11/19,GiveBloodNHS,140,1,32794,29766,this sunday i donated another pint to babies for @givebloodnhs in 4 minutes and 50 seconds! if you can please try. it saves lives ❤️ 
2707,10/11/19,GiveBloodNHS,139,0,478,575,"its always nice to know where your platelet donation goes  .. usually get a text from @givebloodnhs a week after donating but now we get an email with the journey it's taken ... makes it all worth while 💛💛 
next donation 16th nov .. 
do your bit , save a life !! 
#goldblooded "
2708,11/11/19,GiveBloodNHS,93,1,435,690,"saving lives one club biscuit at a time.
@givebloodnhs "
2709,11/11/19,GiveBloodNHS,140,0,1,6,"5th donation today, the lovely francesca is on the tea and biscuit table and there are club biscuits! fort clarence, rochester.
@givebloodnhs "
2710,11/11/19,GiveBloodNHS,126,1,209,159,swapping platelets for tea and biscuits. fair deal @givebloodnhs 💉💪🏻☕🍪 give it a go😃 
2711,11/11/19,GiveBloodNHS,83,0,356,436,you're most welcome @givebloodnhs #giveblood 
2712,11/11/19,GiveBloodNHS,140,2,284,888,"31s donation today, i can’t give as often as i’d like as i suffer with anemia but without donated blood my dad would have passed away long before he did. if you can donate it’s important that you do. fantastic friendly @givebloodnhs team at ilkeston today. #giveblood #blooddonor "
2713,11/11/19,GiveBloodNHS,140,1,180,596,"@givebloodnhs another lovely hour spent in the liverpool donation centre. 
feel lucky to be able to give. x "
2714,12/11/19,GiveBloodNHS,140,6,102,205,just gave blood for the first time today. i was so nervous but so glad i did it 😊 @givebloodnhs #giveblood 
2715,12/11/19,GiveBloodNHS,140,5,281,215,giving blood always reaffirm my faith in humanity - so many people giving up an hour (and a pint) to help others. and even better when i know my donation is off to a neonatal unit. @givebloodnhs @winnicottbabies @blisscharity
2716,12/11/19,GiveBloodNHS,140,2,307,479,always a pleasure to receive the @givebloodnhs update text message after the donation. 😀💉💉😀 #giveblood #feelproud 
2717,12/11/19,GiveBloodNHS,140,0,1536,848,"do something amazing, give blood! you will feel like a superhero, ans staff at the sheffield donor centre are lovely @givebloodnhs @sheffieldgeog @sheffielduni "
2718,12/11/19,GiveBloodNHS,67,3,196,391,number 53 done ✅ #giveblood ❤️ 
2719,12/11/19,GiveBloodNHS,140,4,235,172,@givebloodnhs i ❤️ the new email that shows my blood journey. mine blood travelled 17 miles before it reached it’s new home - a patient at uch 🏥❤️🙌 
2720,12/11/19,GiveBloodNHS,140,2,1344,1260,the staff at #westenddonorcentre clearly love their jobs. always have a great donor experience. thank you  @givebloodnhs #10thdonation 
2721,13/11/19,GiveBloodNHS,140,8,475,380,in honour of #worldkindnessday i have gave my second blood donation! took about half hour out of my busy day and i got some biscuits! 💉❣️#giveblood @givebloodnhs 
2722,13/11/19,GiveBloodNHS,139,2,51,36,happy to have been able to help someone at st thomas'. hope that they are feeling better. to learn how you can help someone in real need please visit 
2723,13/11/19,GiveBloodNHS,139,2,8201,5080,@givebloodnhs always a pleasure to be able to help someone in need ♥️💉 #74 donation today #done 👍 
2724,13/11/19,GiveBloodNHS,140,5,1729,1066,"spending a bit of time around hospitals this year watching people suffer drove me to give blood for the first time today. really enjoyed it. painless, easy and super staff. ❤️@givebloodnhs "
2725,13/11/19,GiveBloodNHS,140,4,1441,627,so happy to have made my 13th blood donation yesterday - couldn’t be easier and the amount of free biscuits and crisps you get afterwards is so much fun ! @givebloodnhs 🩸🌡💉🩸🌡💉 
2726,13/11/19,GiveBloodNHS,99,1,167,274,"be nice to me anyway, but...
#giveblood #hereforthebiscuits "
2727,13/11/19,GiveBloodNHS,127,1,52,307,@givebloodnhs just over 6 minutes for number 59 not long to do something special 😉 
2728,13/11/19,givebloodscot,139,1,63,101,"today’s been a good day, but the privilege of getting to do this evening is awesome #12inarow #giveblood @givebloodscot "
2729,14/11/19,GiveBloodNHS,80,2,59,916,number 12! 🅾️➕💉 #giveblood @givebloodnhs 
2730,14/11/19,GiveBloodNHS,140,0,391,1085,"with enough iron this time, i've made it to my 5th donation! 💪💉

you too can @givebloodnhs - sign up today ❤ "
2731,14/11/19,GiveBloodNHS,93,2,328,83,another bag of platelets being filled. @givebloodnhs 
2732,14/11/19,GiveBloodNHS,129,1,155,384,"all done in just 5 mins. i bleed well! 😋 gd staff in and out easy, many thx 😁 #giveblood "
2733,14/11/19,GiveBloodNHS,140,1,1297,1117,"top up time. reckon i'll be running 7 min miles* after this little lot 🏃😂

thank you kind donors and @givebloodnhs for the a-

(* just walking up stairs without getting out of breath would be ideal) "
2734,14/11/19,GiveBloodNHS,139,0,147,211,"i got a thank you card when donating blood today, how cute is that😀 60 donations done, woohoo😁💕 thank you @givebloodnhs the moorfields team are awesome 🤗🎈 #giveblood #bourbonsrule 🍪 "
2735,14/11/19,GiveBloodNHS,139,0,667,1721,i don’t know whether i give blood to do something good or because it’s an opportunity to eat like a 5 year old at a kids party 🥳 #bourbonsfordays @givebloodnhs 
2736,14/11/19,GiveBloodNHS,140,1,238,1129,had the best time giving blood tonight - thank you so much to my donor carer who had qualified in drawing blood yesterday and did a great job👏 @givebloodnhs #giveblood got a pb on donation time! 5min 2 seconds 💅 
2737,15/11/19,GiveBloodNHS,140,18,627,559,the last few months i have seen so many videos of people with sickle cell in crisis and it broke my heart. i decided to donate blood today and hope many others do too ❤️ #sicklecellawareness 
2738,15/11/19,GiveBloodNHS,140,2,131,526,💉blood donation number 46 complete @givebloodnhs thank you to the fantastic team thetford for your hard work. 
2739,15/11/19,GiveBloodNHS,114,1,131,496,donation #44 today @givebloodnhs  #giftblood #giveblood #donateblood #blood 
2740,15/11/19,GiveBloodNHS,140,0,78,135,"feel good friday. thanks for the music, jolly nurses making all of us donors comfortable and happy, @givebloodnhs  you made my friday 😊#nhsblooddonation #giveblood #savealife #wherearethebiscuits "
2741,15/11/19,GiveBloodNHS,103,0,91,176,#giveblood #everydropcounts #6thdonation @givebloodnhs #regulardonor 
2742,15/11/19,GiveBloodNHS,140,3,72,488,"easiest thing i've ever done, mainly cos i love biscuits. 47 of these donations were at the @givebloodnhs west end centre nr oxford circus where they give you crisps too. easy to book appointments using the app. "
2743,15/11/19,GiveBloodNHS,140,2,1376,942,"after a school day where i just couldn’t get into my groove, having an hour of being told to eat biscuits and crisps whilst putting my feet up was just what i needed! #giveblood "
2744,15/11/19,GiveBloodNHS,140,3,3180,682,gave blood this morning in bradford. if you can and you're able ...go and do it. #blooddonor #giveblood #nhs #bradford 
2745,15/11/19,GiveBloodNHS,135,3,2359,1989,"although i don’t mind where my blood goes it’s always nice to know, thanks @givebloodnhs 😀 "
2746,15/11/19,GiveBloodNHS,140,0,882,1806,@givebloodnhs first platelet donation yesterday....booked in again for 2 weeks time #plateletdonation giving back in memory of a brilliant man 
2747,15/11/19,GiveBloodNHS,140,6,53,63,i gave blood today for the first time and i’m so grateful for being able to do this for the people out there who may need it one day @givebloodnhs 
2748,16/11/19,GiveBloodNHS,140,0,33,60,@givebloodnhs donation 🔟 of the finest 🅾️➖ ended up a short trip down the m1 always good to see where its ended up. #giveblood 💉 
2749,16/11/19,GiveBloodNHS,131,1,35,187,donation number 5️⃣ of my type 🅰️+ blood. my blood travels around more than i do 😃👍 #giveblood 
2750,16/11/19,GiveBloodNHS,98,1,724,700,starting my giving early this year. @givebloodnhs 🅾️+ 
2751,16/11/19,GiveBloodNHS,140,3,350,789,"just been sent the best thing ever after i gave blood the other week. it's so cool!
yes i take joy in the small things in life. i guess my blood group reflects my attitude #bepositive #b+
thanks @givebloodnhs see you in april 😘 "
2752,16/11/19,GiveBloodNHS,140,3,355,178,"i will never not be proud of this. donation #2 for someone who until recently was terrified of needles. if i can, you can too. @givebloodnhs #giftblood "
2753,16/11/19,GiveBloodNHS,77,2,487,1357,#proud @givebloodnhs #ima10donor 
2754,17/11/19,GiveBloodNHS,120,6,372,662,early sunday morning start for my 100th unit donation #giveblood @givebloodnhs 
2755,18/11/19,GiveBloodNHS,119,1,433,604,very proud of my 13th donation today @givebloodnhs 💕✨thanks for the biscuits ☺️ 
2756,18/11/19,GiveBloodNHS,81,3,1,57,my first blood donation.  @givebloodnhs 
2757,18/11/19,GiveBloodNHS,140,0,148,544,"@givebloodnhs yes i got mine about a week ago, i was suitably impressed! my blood went from derby to manchester, and then on to leeds general! it was my first donation in about 6 years 😊 but this makes it seem more important now!"
2758,18/11/19,GiveBloodNHS,140,1,379,394,"love it! got mine last week, my blood has done hundreds of miles via test centre to end up 9 miles away @ st thomas and evelina hospital. #giveblood #donate #anegative #neo "
2759,18/11/19,GiveBloodNHS,139,0,1121,310,number 22. if you don't do this already please think about it. possibly the easiest way to save another life. @givebloodnhs 
2760,18/11/19,GiveBloodNHS,112,0,322,524,talk about text messages i love to receive. thank you @givebloodnhs 💉 
2761,18/11/19,GiveBloodNHS,103,0,68,246,6th donation in the bag #giveblood #nhsgiveblood @givebloodnhs 
2762,18/11/19,GiveBloodNHS,101,3,5175,2501,"30th pint done ❤️

#giveblood #givebloodnhs @givebloodnhs "
2763,18/11/19,GiveBloodNHS,140,2,458,921,"number 1️⃣1️⃣ in the bag 💉 still lots more needed to get to the 1,000 donation mark so if you’re a member of @lancasteruni get yourself signed up to help towards the #lu1kchallenge @givebloodnhs #savealife 

"
2764,18/11/19,WelshBlood,140,1,181,1085,"6th time giving blood this morning - got a free tea and biscuit out of it too 🙌🏼🙌🏼 rhoi gwaed am y chweched tro heddiw, te a bisged am ddim hefyd 👌🏼👌🏼 @welshblood @gwaedcymru "
2765,19/11/19,GiveBloodNHS,108,2,77,445,anything for a club..... ⁦@givebloodnhs⁩ #chocolate #teaandbiscuits 
2766,19/11/19,GiveBloodNHS,134,3,209,406,donation number 5! @givebloodnhs   #internationalmensday #savinglives 
2767,19/11/19,GiveBloodNHS,140,1,2569,1341,"these messages always stop me in my tracks, no matter how busy or manic my day is. they remind me to be grateful for good health and happy that someone out there has been helped today because of my @givebloodnhs donation 🩸 #nhs #giveblood #donateblood "
2768,19/11/19,WelshBlood,140,1,160,208,4 months has gone quick that time again to pop in to @welshblood in ammanford and give a pint. 1pint = 3 lives saved #youneverknowwhenyoumayneedit
2769,20/11/19,GiveBloodNHS,93,0,35,458,@givebloodnhs the text that is always worth waiting for. 
2770,20/11/19,GiveBloodNHS,92,0,158,463,donation number 53 in the bag tonight @givebloodnhs 
2771,20/11/19,GiveBloodNHS,93,0,8201,5080,@givebloodnhs hope this helps someone get better 👏👍 
2772,20/11/19,GiveBloodNHS,139,0,415,839,@givebloodnhs gets me every time i receive a text to tell me my donation has been used #blood #donateblood ❤️ #pleasedonate 
2773,20/11/19,GiveBloodNHS,107,2,963,1745,always great receiving these texts #blood #donor @givebloodnhs 
2774,20/11/19,GiveBloodNHS,140,4,269,232,"this has made my day. it’s been a year since i was last able to give blood. my blood has been on a long journey. i hope it’s helped save someone’s life, given another chance in life to someone who needed it the most. every single blood donor is a hero.❤️
@givebloodnhs "
2775,20/11/19,GiveBloodNHS,140,1,2162,565,"awww thanks @givebloodnhs - such flattery from some new flyers at the blood donation centre in #plymouth today! 
#giveblood #onegiseveryonestype "
2776,20/11/19,GiveBloodNHS,81,1,778,768,gave a little bit back today ❤️#giveblood 
2777,21/11/19,GiveBloodNHS,114,1,28,118,worth 9 minutes of my time #giveblood #freeteaandmincepie #nevertooearly 
2778,21/11/19,GiveBloodNHS,117,0,59,182,feeling very proud of my stickers today! 1st time in 20 years #giveblood 
2779,21/11/19,GiveBloodNHS,140,7,1020,1850,finally got round to donating blood! 💉 looking forward to seeing where it ends up @givebloodnhs ☺️ 
2780,21/11/19,GiveBloodNHS,139,2,1099,827,"now we all know my favourite about @givebloodnhs.. the post match biscuits! but today, today, we have mince pies!!!!! 🥳👏🏼 "
2781,21/11/19,GiveBloodNHS,139,2,10,44,"the lengths i’ll go to for a chocolate biscuit...

please consider signing up to become a @givebloodnhs donor if you’re able. appointments take no more than an hour of your time, the nurses are wonderful, and most importantly you get spoiled with free drinks and biscuits ☺️🍪 "
2782,22/11/19,GiveBloodNHS,140,7,174,69,"3 nights shifts, a day shift, a day representing the trust, and tonight i'm on the receiving end.. donation number 3!! @compasstrft  @givebloodnhs "
